date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:03:39	50553/50553	---M--	200	added ('OK')	image/jpeg	etag:%226242eb8f-c579%22	https://blog.minhazav.dev/images/post24_image1.jpeg	C:/Users/DELL/Desktop/scaner/blog.minhazav.dev/images/post24_image1.jpg	(from https://blog.minhazav.dev/research/html5-qrcode.html)
00:03:41	4936/4936	---MC-	200	added ('OK')	image/png	date:Sat,%2002%20Apr%202022%2005:03:42%20GMT	https://nodei.co/npm/html5-qrcode.png	C:/Users/DELL/Desktop/scaner/nodei.co/npm/html5-qrcode.png	(from https://blog.minhazav.dev/research/html5-qrcode.html)
00:03:41	346119/346119	---M-Z	200	added ('OK')	text/plain	date:Sat,%2002%20Apr%202022%2005:03:42%20GMT	https://raw.githubusercontent.com/mebjas/html5-qrcode/master/minified/html5-qrcode.min.js	C:/Users/DELL/Desktop/scaner/raw.githubusercontent.com/mebjas/html5-qrcode/master/minified/html5-qrcode.min.js	(from https://blog.minhazav.dev/research/html5-qrcode.html)
00:03:41	64996/64996	---M--	200	added ('OK')	image/jpeg	etag:%226242eb8f-fde4%22	https://blog.minhazav.dev/images/post18_image2.jpg	C:/Users/DELL/Desktop/scaner/blog.minhazav.dev/images/post18_image2.jpg	(from https://blog.minhazav.dev/research/html5-qrcode.html)
00:03:42	2258/2258	---M-Z	200	added ('OK')	application/javascript	etag:W/%22620680eb-8d2%22	https://utteranc.es/client.js	C:/Users/DELL/Desktop/scaner/utteranc.es/client.js	(from https://blog.minhazav.dev/research/html5-qrcode.html)
00:03:42	159177/159177	---MC-	200	added ('OK')	text/javascript	date:Sat,%2002%20Apr%202022%2005:03:43%20GMT	https://pagead2.googlesyndication.com/pagead/js/adsbygoogle.js?client=ca-pub-6209792783516879	C:/Users/DELL/Desktop/scaner/pagead2.googlesyndication.com/pagead/js/f557a.txt	(from https://blog.minhazav.dev/research/html5-qrcode.html)
00:03:43	95387/95387	---M-Z	200	added ('OK')	application/javascript	etag:%225eb9f5fb-1749b%22	https://cdnjs.cloudflare.com/ajax/libs/highlight.js/10.0.3/highlight.min.js	C:/Users/DELL/Desktop/scaner/cdnjs.cloudflare.com/ajax/libs/highlight.js/10.0.3/highlight.min.js	(from https://blog.minhazav.dev/research/html5-qrcode.html)
00:03:43	345706/345706	---M-Z	200	added ('OK')	application/javascript	etag:W/%226242eb8f-5466a%22	https://blog.minhazav.dev/assets/research/html5qrcode/html5-qrcode.min.js	C:/Users/DELL/Desktop/scaner/blog.minhazav.dev/assets/research/html5qrcode/html5-qrcode.min.js	(from https://blog.minhazav.dev/research/html5-qrcode.html)
00:03:43	22190/22190	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226242eb8f-56ae%22	https://blog.minhazav.dev/assets/fonts/ibm-plex-sans/ibm-plex-sans-v2-latin-300.eot	C:/Users/DELL/Desktop/scaner/blog.minhazav.dev/assets/fonts/ibm-plex-sans/ibm-plex-sans-v2-latin-300.eot	(from https://blog.minhazav.dev/assets/main.css)
00:03:44	22190/22190	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226242eb8f-56ae%22	https://blog.minhazav.dev/assets/fonts/ibm-plex-sans/ibm-plex-sans-v2-latin-300.eot?	C:/Users/DELL/Desktop/scaner/blog.minhazav.dev/assets/fonts/ibm-plex-sans/ibm-plex-sans-v2-latin-300d41d.eot	(from https://blog.minhazav.dev/assets/main.css)
00:03:44	18684/18684	---M--	200	added ('OK')	font/woff2	etag:%226242eb8f-48fc%22	https://blog.minhazav.dev/assets/fonts/ibm-plex-sans/ibm-plex-sans-v2-latin-300.woff2	C:/Users/DELL/Desktop/scaner/blog.minhazav.dev/assets/fonts/ibm-plex-sans/ibm-plex-sans-v2-latin-300.woff2	(from https://blog.minhazav.dev/assets/main.css)
00:03:44	23732/23732	---M--	200	added ('OK')	font/woff	etag:%226242eb8f-5cb4%22	https://blog.minhazav.dev/assets/fonts/ibm-plex-sans/ibm-plex-sans-v2-latin-300.woff	C:/Users/DELL/Desktop/scaner/blog.minhazav.dev/assets/fonts/ibm-plex-sans/ibm-plex-sans-v2-latin-300.woff	(from https://blog.minhazav.dev/assets/main.css)
00:03:44	50476/50476	---M-Z	200	added ('OK')	font/ttf	etag:W/%226242eb8f-c52c%22	https://blog.minhazav.dev/assets/fonts/ibm-plex-sans/ibm-plex-sans-v2-latin-300.ttf	C:/Users/DELL/Desktop/scaner/blog.minhazav.dev/assets/fonts/ibm-plex-sans/ibm-plex-sans-v2-latin-300.ttf	(from https://blog.minhazav.dev/assets/main.css)
00:03:45	56384/56384	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%226242eb8f-dc40%22	https://blog.minhazav.dev/assets/fonts/ibm-plex-sans/ibm-plex-sans-v2-latin-300.svg	C:/Users/DELL/Desktop/scaner/blog.minhazav.dev/assets/fonts/ibm-plex-sans/ibm-plex-sans-v2-latin-300.svg	(from https://blog.minhazav.dev/assets/main.css)
00:03:45	23636/23636	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226242eb8f-5c54%22	https://blog.minhazav.dev/assets/fonts/ibm-plex-sans/ibm-plex-sans-v2-latin-300italic.eot	C:/Users/DELL/Desktop/scaner/blog.minhazav.dev/assets/fonts/ibm-plex-sans/ibm-plex-sans-v2-latin-300italic.eot	(from https://blog.minhazav.dev/assets/main.css)
00:03:45	23636/23636	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226242eb8f-5c54%22	https://blog.minhazav.dev/assets/fonts/ibm-plex-sans/ibm-plex-sans-v2-latin-300italic.eot?	C:/Users/DELL/Desktop/scaner/blog.minhazav.dev/assets/fonts/ibm-plex-sans/ibm-plex-sans-v2-latin-300italicd41d.eot	(from https://blog.minhazav.dev/assets/main.css)
00:03:45	19884/19884	---M--	200	added ('OK')	font/woff2	etag:%226242eb8f-4dac%22	https://blog.minhazav.dev/assets/fonts/ibm-plex-sans/ibm-plex-sans-v2-latin-300italic.woff2	C:/Users/DELL/Desktop/scaner/blog.minhazav.dev/assets/fonts/ibm-plex-sans/ibm-plex-sans-v2-latin-300italic.woff2	(from https://blog.minhazav.dev/assets/main.css)
00:03:45	25332/25332	---M--	200	added ('OK')	font/woff	etag:%226242eb8f-62f4%22	https://blog.minhazav.dev/assets/fonts/ibm-plex-sans/ibm-plex-sans-v2-latin-300italic.woff	C:/Users/DELL/Desktop/scaner/blog.minhazav.dev/assets/fonts/ibm-plex-sans/ibm-plex-sans-v2-latin-300italic.woff	(from https://blog.minhazav.dev/assets/main.css)
00:03:46	52656/52656	---M-Z	200	added ('OK')	font/ttf	etag:W/%226242eb8f-cdb0%22	https://blog.minhazav.dev/assets/fonts/ibm-plex-sans/ibm-plex-sans-v2-latin-300italic.ttf	C:/Users/DELL/Desktop/scaner/blog.minhazav.dev/assets/fonts/ibm-plex-sans/ibm-plex-sans-v2-latin-300italic.ttf	(from https://blog.minhazav.dev/assets/main.css)
00:03:46	64896/64896	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%226242eb8f-fd80%22	https://blog.minhazav.dev/assets/fonts/ibm-plex-sans/ibm-plex-sans-v2-latin-300italic.svg	C:/Users/DELL/Desktop/scaner/blog.minhazav.dev/assets/fonts/ibm-plex-sans/ibm-plex-sans-v2-latin-300italic.svg	(from https://blog.minhazav.dev/assets/main.css)
00:03:46	20580/20580	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226242eb8f-5064%22	https://blog.minhazav.dev/assets/fonts/ibm-plex-sans/ibm-plex-sans-v2-latin-regular.eot	C:/Users/DELL/Desktop/scaner/blog.minhazav.dev/assets/fonts/ibm-plex-sans/ibm-plex-sans-v2-latin-regular.eot	(from https://blog.minhazav.dev/assets/main.css)
00:03:46	20580/20580	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226242eb8f-5064%22	https://blog.minhazav.dev/assets/fonts/ibm-plex-sans/ibm-plex-sans-v2-latin-regular.eot?	C:/Users/DELL/Desktop/scaner/blog.minhazav.dev/assets/fonts/ibm-plex-sans/ibm-plex-sans-v2-latin-regulard41d.eot	(from https://blog.minhazav.dev/assets/main.css)
00:03:46	17448/17448	---M--	200	added ('OK')	font/woff2	etag:%226242eb8f-4428%22	https://blog.minhazav.dev/assets/fonts/ibm-plex-sans/ibm-plex-sans-v2-latin-regular.woff2	C:/Users/DELL/Desktop/scaner/blog.minhazav.dev/assets/fonts/ibm-plex-sans/ibm-plex-sans-v2-latin-regular.woff2	(from https://blog.minhazav.dev/assets/main.css)
00:03:47	22172/22172	---M--	200	added ('OK')	font/woff	etag:%226242eb8f-569c%22	https://blog.minhazav.dev/assets/fonts/ibm-plex-sans/ibm-plex-sans-v2-latin-regular.woff	C:/Users/DELL/Desktop/scaner/blog.minhazav.dev/assets/fonts/ibm-plex-sans/ibm-plex-sans-v2-latin-regular.woff	(from https://blog.minhazav.dev/assets/main.css)
00:03:47	49948/49948	---M-Z	200	added ('OK')	font/ttf	etag:W/%226242eb8f-c31c%22	https://blog.minhazav.dev/assets/fonts/ibm-plex-sans/ibm-plex-sans-v2-latin-regular.ttf	C:/Users/DELL/Desktop/scaner/blog.minhazav.dev/assets/fonts/ibm-plex-sans/ibm-plex-sans-v2-latin-regular.ttf	(from https://blog.minhazav.dev/assets/main.css)
00:03:47	57372/57372	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%226242eb8f-e01c%22	https://blog.minhazav.dev/assets/fonts/ibm-plex-sans/ibm-plex-sans-v2-latin-regular.svg	C:/Users/DELL/Desktop/scaner/blog.minhazav.dev/assets/fonts/ibm-plex-sans/ibm-plex-sans-v2-latin-regular.svg	(from https://blog.minhazav.dev/assets/main.css)
00:03:47	21965/21965	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226242eb8f-55cd%22	https://blog.minhazav.dev/assets/fonts/ibm-plex-sans/ibm-plex-sans-v2-latin-500.eot	C:/Users/DELL/Desktop/scaner/blog.minhazav.dev/assets/fonts/ibm-plex-sans/ibm-plex-sans-v2-latin-500.eot	(from https://blog.minhazav.dev/assets/main.css)
00:03:47	21965/21965	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226242eb8f-55cd%22	https://blog.minhazav.dev/assets/fonts/ibm-plex-sans/ibm-plex-sans-v2-latin-500.eot?	C:/Users/DELL/Desktop/scaner/blog.minhazav.dev/assets/fonts/ibm-plex-sans/ibm-plex-sans-v2-latin-500d41d.eot	(from https://blog.minhazav.dev/assets/main.css)
00:03:48	18364/18364	---M--	200	added ('OK')	font/woff2	etag:%226242eb8f-47bc%22	https://blog.minhazav.dev/assets/fonts/ibm-plex-sans/ibm-plex-sans-v2-latin-500.woff2	C:/Users/DELL/Desktop/scaner/blog.minhazav.dev/assets/fonts/ibm-plex-sans/ibm-plex-sans-v2-latin-500.woff2	(from https://blog.minhazav.dev/assets/main.css)
00:03:48	23416/23416	---M--	200	added ('OK')	font/woff	etag:%226242eb8f-5b78%22	https://blog.minhazav.dev/assets/fonts/ibm-plex-sans/ibm-plex-sans-v2-latin-500.woff	C:/Users/DELL/Desktop/scaner/blog.minhazav.dev/assets/fonts/ibm-plex-sans/ibm-plex-sans-v2-latin-500.woff	(from https://blog.minhazav.dev/assets/main.css)
00:03:48	50140/50140	---M-Z	200	added ('OK')	font/ttf	etag:W/%226242eb8f-c3dc%22	https://blog.minhazav.dev/assets/fonts/ibm-plex-sans/ibm-plex-sans-v2-latin-500.ttf	C:/Users/DELL/Desktop/scaner/blog.minhazav.dev/assets/fonts/ibm-plex-sans/ibm-plex-sans-v2-latin-500.ttf	(from https://blog.minhazav.dev/assets/main.css)
00:03:48	57124/57124	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%226242eb8f-df24%22	https://blog.minhazav.dev/assets/fonts/ibm-plex-sans/ibm-plex-sans-v2-latin-500.svg	C:/Users/DELL/Desktop/scaner/blog.minhazav.dev/assets/fonts/ibm-plex-sans/ibm-plex-sans-v2-latin-500.svg	(from https://blog.minhazav.dev/assets/main.css)
00:03:49	35858/35858	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226242eb8f-8c12%22	https://blog.minhazav.dev/assets/fonts/ubuntu/ubuntu-v14-latin-300.eot	C:/Users/DELL/Desktop/scaner/blog.minhazav.dev/assets/fonts/ubuntu/ubuntu-v14-latin-300.eot	(from https://blog.minhazav.dev/assets/main.css)
00:03:49	35858/35858	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226242eb8f-8c12%22	https://blog.minhazav.dev/assets/fonts/ubuntu/ubuntu-v14-latin-300.eot?	C:/Users/DELL/Desktop/scaner/blog.minhazav.dev/assets/fonts/ubuntu/ubuntu-v14-latin-300d41d.eot	(from https://blog.minhazav.dev/assets/main.css)
00:03:49	38108/38108	---M--	200	added ('OK')	font/woff2	etag:%226242eb8f-94dc%22	https://blog.minhazav.dev/assets/fonts/ubuntu/ubuntu-v14-latin-300.woff2	C:/Users/DELL/Desktop/scaner/blog.minhazav.dev/assets/fonts/ubuntu/ubuntu-v14-latin-300.woff2	(from https://blog.minhazav.dev/assets/main.css)
00:03:49	43900/43900	---M--	200	added ('OK')	font/woff	etag:%226242eb8f-ab7c%22	https://blog.minhazav.dev/assets/fonts/ubuntu/ubuntu-v14-latin-300.woff	C:/Users/DELL/Desktop/scaner/blog.minhazav.dev/assets/fonts/ubuntu/ubuntu-v14-latin-300.woff	(from https://blog.minhazav.dev/assets/main.css)
00:03:49	90584/90584	---M-Z	200	added ('OK')	font/ttf	etag:W/%226242eb8f-161d8%22	https://blog.minhazav.dev/assets/fonts/ubuntu/ubuntu-v14-latin-300.ttf	C:/Users/DELL/Desktop/scaner/blog.minhazav.dev/assets/fonts/ubuntu/ubuntu-v14-latin-300.ttf	(from https://blog.minhazav.dev/assets/main.css)
00:03:50	64382/64382	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%226242eb8f-fb7e%22	https://blog.minhazav.dev/assets/fonts/ubuntu/ubuntu-v14-latin-300.svg	C:/Users/DELL/Desktop/scaner/blog.minhazav.dev/assets/fonts/ubuntu/ubuntu-v14-latin-300.svg	(from https://blog.minhazav.dev/assets/main.css)
00:03:50	31600/31600	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226242eb8f-7b70%22	https://blog.minhazav.dev/assets/fonts/ubuntu/ubuntu-v14-latin-regular.eot	C:/Users/DELL/Desktop/scaner/blog.minhazav.dev/assets/fonts/ubuntu/ubuntu-v14-latin-regular.eot	(from https://blog.minhazav.dev/assets/main.css)
00:03:50	31600/31600	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226242eb8f-7b70%22	https://blog.minhazav.dev/assets/fonts/ubuntu/ubuntu-v14-latin-regular.eot?	C:/Users/DELL/Desktop/scaner/blog.minhazav.dev/assets/fonts/ubuntu/ubuntu-v14-latin-regulard41d.eot	(from https://blog.minhazav.dev/assets/main.css)
00:03:50	34260/34260	---M--	200	added ('OK')	font/woff2	etag:%226242eb8f-85d4%22	https://blog.minhazav.dev/assets/fonts/ubuntu/ubuntu-v14-latin-regular.woff2	C:/Users/DELL/Desktop/scaner/blog.minhazav.dev/assets/fonts/ubuntu/ubuntu-v14-latin-regular.woff2	(from https://blog.minhazav.dev/assets/main.css)
00:03:50	39164/39164	---M--	200	added ('OK')	font/woff	etag:%226242eb8f-98fc%22	https://blog.minhazav.dev/assets/fonts/ubuntu/ubuntu-v14-latin-regular.woff	C:/Users/DELL/Desktop/scaner/blog.minhazav.dev/assets/fonts/ubuntu/ubuntu-v14-latin-regular.woff	(from https://blog.minhazav.dev/assets/main.css)
00:03:51	77256/77256	---M-Z	200	added ('OK')	font/ttf	etag:W/%226242eb8f-12dc8%22	https://blog.minhazav.dev/assets/fonts/ubuntu/ubuntu-v14-latin-regular.ttf	C:/Users/DELL/Desktop/scaner/blog.minhazav.dev/assets/fonts/ubuntu/ubuntu-v14-latin-regular.ttf	(from https://blog.minhazav.dev/assets/main.css)
00:03:51	63335/63335	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%226242eb8f-f767%22	https://blog.minhazav.dev/assets/fonts/ubuntu/ubuntu-v14-latin-regular.svg	C:/Users/DELL/Desktop/scaner/blog.minhazav.dev/assets/fonts/ubuntu/ubuntu-v14-latin-regular.svg	(from https://blog.minhazav.dev/assets/main.css)
00:03:51	25540/25540	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226242eb8f-63c4%22	https://blog.minhazav.dev/assets/fonts/hack/Hack-Regular-webfont.eot	C:/Users/DELL/Desktop/scaner/blog.minhazav.dev/assets/fonts/hack/Hack-Regular-webfont.eot	(from https://blog.minhazav.dev/assets/main.css)
00:03:51	25540/25540	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226242eb8f-63c4%22	https://blog.minhazav.dev/assets/fonts/hack/Hack-Regular-webfont.eot?	C:/Users/DELL/Desktop/scaner/blog.minhazav.dev/assets/fonts/hack/Hack-Regular-webfontd41d.eot	(from https://blog.minhazav.dev/assets/main.css)
00:03:52	9339/9339	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2260773a06-247b%22	https://blog.minhazav.dev/assets/fonts/hack/Hack-Regular-webfont.woff2	C:/Users/DELL/Desktop/scaner/blog.minhazav.dev/assets/fonts/hack/Hack-Regular-webfont.woff2	(from https://blog.minhazav.dev/assets/main.css)
00:03:52	28108/28108	---M--	200	added ('OK')	font/woff	etag:%226242eb8f-6dcc%22	https://blog.minhazav.dev/assets/fonts/hack/Hack-Regular-webfont.woff	C:/Users/DELL/Desktop/scaner/blog.minhazav.dev/assets/fonts/hack/Hack-Regular-webfont.woff	(from https://blog.minhazav.dev/assets/main.css)
00:03:52	59472/59472	---M-Z	200	added ('OK')	font/ttf	etag:W/%226242eb8f-e850%22	https://blog.minhazav.dev/assets/fonts/hack/Hack-Regular-webfont.ttf	C:/Users/DELL/Desktop/scaner/blog.minhazav.dev/assets/fonts/hack/Hack-Regular-webfont.ttf	(from https://blog.minhazav.dev/assets/main.css)
00:03:52	66540/66540	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%226242eb8f-103ec%22	https://blog.minhazav.dev/assets/fonts/hack/Hack-Regular-webfont.svg	C:/Users/DELL/Desktop/scaner/blog.minhazav.dev/assets/fonts/hack/Hack-Regular-webfont.svg	(from https://blog.minhazav.dev/assets/main.css)
00:03:52	1020/1020	---M--	200	added ('OK')	image/png	etag:%226242eb8f-3fc%22	https://blog.minhazav.dev/images/common/stack-overflow.png	C:/Users/DELL/Desktop/scaner/blog.minhazav.dev/images/common/stack-overflow.png	(from https://blog.minhazav.dev/assets/custom.css)
00:03:53	3223/3223	---M--	200	added ('OK')	image/png	etag:%226242eb8f-c97%22	https://blog.minhazav.dev/images/post14_image1.png	C:/Users/DELL/Desktop/scaner/blog.minhazav.dev/images/post14_image1.png	(from https://blog.minhazav.dev/research/)
00:03:53	5862/5862	---M-Z	200	added ('OK')	text/html	etag:W/%226242eb96-16e6%22	https://blog.minhazav.dev/research/vision	C:/Users/DELL/Desktop/scaner/blog.minhazav.dev/research/vision.html	(from https://blog.minhazav.dev/research/)
00:03:53	20049/20049	---M--	200	added ('OK')	image/jpeg	etag:%226242eb8f-4e51%22	https://blog.minhazav.dev/images/vision.jpg	C:/Users/DELL/Desktop/scaner/blog.minhazav.dev/images/vision.jpg	(from https://blog.minhazav.dev/research/)
00:03:53	8972/8972	---M-Z	200	added ('OK')	text/html	etag:W/%226242eb96-230c%22	https://blog.minhazav.dev/research/exposure-fusion	C:/Users/DELL/Desktop/scaner/blog.minhazav.dev/research/exposure-fusion.html	(from https://blog.minhazav.dev/research/)
00:03:54	319730/319730	---M--	200	added ('OK')	image/jpeg	etag:%226242eb8f-4e0f2%22	https://blog.minhazav.dev/assets/research/exposure_fusion/DRI-enfuse.jpeg	C:/Users/DELL/Desktop/scaner/blog.minhazav.dev/assets/research/exposure_fusion/DRI-enfuse.jpg	(from https://blog.minhazav.dev/research/)
00:03:54	4283/4283	---M-Z	200	added ('OK')	text/html	etag:W/%226242eb96-10bb%22	https://blog.minhazav.dev/research/sudoku-solver	C:/Users/DELL/Desktop/scaner/blog.minhazav.dev/research/sudoku-solver.html	(from https://blog.minhazav.dev/research/)
00:03:54	4030/4030	---M-Z	200	added ('OK')	text/html	etag:W/%226242eb96-fbe%22	https://blog.minhazav.dev/research/face-js	C:/Users/DELL/Desktop/scaner/blog.minhazav.dev/research/face-js.html	(from https://blog.minhazav.dev/research/)
00:03:54	880737/880737	---M--	200	added ('OK')	image/jpeg	etag:%226242eb8f-d7061%22	https://blog.minhazav.dev/assets/research/sudoku-solver/data.jpg	C:/Users/DELL/Desktop/scaner/blog.minhazav.dev/assets/research/sudoku-solver/data.jpg	(from https://blog.minhazav.dev/research/)
00:03:55	9379/9379	---M-Z	200	added ('OK')	text/html	etag:W/%226242eb96-24a3%22	https://blog.minhazav.dev/research/webgl	C:/Users/DELL/Desktop/scaner/blog.minhazav.dev/research/webgl.html	(from https://blog.minhazav.dev/research/)
00:03:56	5511534/5511534	---M--	200	added ('OK')	image/gif	etag:%226242eb8f-54196e%22	https://blog.minhazav.dev/assets/research/face-js/face-js.gif	C:/Users/DELL/Desktop/scaner/blog.minhazav.dev/assets/research/face-js/face-js.gif	(from https://blog.minhazav.dev/research/)
00:03:56	39399/39399	---M--	200	added ('OK')	image/png	etag:51cf85ee5caeaa94fe2bbc702be7220a	https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/WebGL_Logo.svg/1200px-WebGL_Logo.svg.png	C:/Users/DELL/Desktop/scaner/upload.wikimedia.org/wikipedia/commons/thumb/2/25/WebGL_Logo.svg/1200px-WebGL_Logo.svg.png	(from https://blog.minhazav.dev/research/)
00:03:56	7874/7874	---M-Z	200	added ('OK')	text/html	etag:W/%226242eb96-1ec2%22	https://blog.minhazav.dev/research/rock-paper-scissor	C:/Users/DELL/Desktop/scaner/blog.minhazav.dev/research/rock-paper-scissor.html	(from https://blog.minhazav.dev/research/)
00:03:57	29640/29640	---M--	200	added ('OK')	image/png	etag:%226242eb8f-73c8%22	https://blog.minhazav.dev/assets/research/rockpaperscissor/rps.png	C:/Users/DELL/Desktop/scaner/blog.minhazav.dev/assets/research/rockpaperscissor/rps.png	(from https://blog.minhazav.dev/research/)
00:03:57	19991/19991	---M-Z	200	added ('OK')	text/html	etag:W/%226242eb96-4e17%22	https://blog.minhazav.dev/research/jquery-digital-write	C:/Users/DELL/Desktop/scaner/blog.minhazav.dev/research/jquery-digital-write.html	(from https://blog.minhazav.dev/research/)
00:03:57	155126/155126	---M--	200	added ('OK')	image/png	etag:%226242eb8f-25df6%22	https://blog.minhazav.dev/assets/research/jquery-digital-write/jquery-digital-write.png	C:/Users/DELL/Desktop/scaner/blog.minhazav.dev/assets/research/jquery-digital-write/jquery-digital-write.png	(from https://blog.minhazav.dev/research/)
00:03:57	10814/10814	---M-Z	200	added ('OK')	text/html	etag:W/%226242eb96-2a3e%22	https://blog.minhazav.dev/research/jquery-sticky-elements	C:/Users/DELL/Desktop/scaner/blog.minhazav.dev/research/jquery-sticky-elements.html	(from https://blog.minhazav.dev/research/)
00:03:58	23696/23696	---M--	200	added ('OK')	image/png	etag:%226242eb8f-5c90%22	https://blog.minhazav.dev/assets/research/jquerystickyelements/sticky.png	C:/Users/DELL/Desktop/scaner/blog.minhazav.dev/assets/research/jquerystickyelements/sticky.png	(from https://blog.minhazav.dev/research/)
00:03:58	86926/86926	---M-Z	200	added ('OK')	application/javascript	etag:W/%226242eb8f-1538e%22	https://blog.minhazav.dev/assets/js/jquery.js	C:/Users/DELL/Desktop/scaner/blog.minhazav.dev/assets/js/jquery.js	(from https://blog.minhazav.dev/research/)
00:03:58	16560/16560	---M-Z	200	added ('OK')	application/javascript	etag:W/%226242eb8f-40b0%22	https://blog.minhazav.dev/assets/research/vision/library.js	C:/Users/DELL/Desktop/scaner/blog.minhazav.dev/assets/research/vision/library.js	(from https://blog.minhazav.dev/research/vision)
00:03:59	30479/30479	---M-Z	200	added ('OK')	application/javascript	etag:W/%226242eb8f-770f%22	https://blog.minhazav.dev/assets/research/vision/operators.js	C:/Users/DELL/Desktop/scaner/blog.minhazav.dev/assets/research/vision/operators.js	(from https://blog.minhazav.dev/research/vision)
00:03:59	15591/15591	---M-Z	200	added ('OK')	application/javascript	etag:W/%226242eb8f-3ce7%22	https://blog.minhazav.dev/assets/research/vision/app.js	C:/Users/DELL/Desktop/scaner/blog.minhazav.dev/assets/research/vision/app.js	(from https://blog.minhazav.dev/research/vision)
